2025-11-07 10:40:38 | OK | click_id_db=907 | click_id_token=TEST123 | {"payout":"4.24","racker_click_id":"TEST123","status":"open"}
2025-11-07 20:13:09 | OK | click_id_db=907 | click_id_token=TEST123 | {"clickid":"TEST123","payout":"3.50","status":"tEST"}
2025-11-08 18:56:24 | OK | click_id_db=907 | click_id_token=TEST123 | {"racker_click_id":"test123","payout":"2.5","status":"approved"}
2025-11-08 21:41:34 | OK | click_id_db=33731 | click_id_token=TESTCLICK123 | {"payout":"0","racker_click_id":"TESTCLICK123","status":"TEST"}
2025-11-08 21:41:56 | OK | click_id_db=33731 | click_id_token=TESTCLICK123 | {"payout":"0","racker_click_id":"TESTCLICK123","status":"TEST2"}
2025-11-17 10:33:36 | OK | click_id_db=99803 | click_id_token=1012539678131499539 | {"payout":"2.94","racker_click_id":"1012539678131499539","status":"open"}
2025-11-17 10:33:36 | OK | click_id_db=68096 | click_id_token=1012107885494407363 | {"payout":"2.94","racker_click_id":"1012107885494407363","status":"open"}
2025-11-17 10:33:36 | OK | click_id_db=61118 | click_id_token=1011845813003096609 | {"payout":"2.94","racker_click_id":"1011845813003096609","status":"open"}
2025-11-17 10:33:36 | OK | click_id_db=122937 | click_id_token=1012905850018472081 | {"payout":"1.6275","racker_click_id":"1012905850018472081","status":"open"}
2025-11-17 10:33:36 | OK | click_id_db=115373 | click_id_token=1012842725302871531 | {"payout":"2.94","racker_click_id":"1012842725302871531","status":"open"}
2025-11-17 10:33:37 | OK | click_id_db=138622 | click_id_token=1013098638433589191 | {"payout":"0.2157064","racker_click_id":"1013098638433589191","status":"open"}
2025-11-17 10:33:37 | OK | click_id_db=155815 | click_id_token=1013228887242711287 | {"payout":"0.2362493","racker_click_id":"1013228887242711287","status":"open"}
2025-11-17 10:33:37 | OK | click_id_db=126093 | click_id_token=1012919009953460259 | {"payout":"0.0873096","racker_click_id":"1012919009953460259","status":"open"}
2025-11-17 10:33:38 | OK | click_id_db=127691 | click_id_token=1012922324753852365 | {"payout":"4.031657","racker_click_id":"1012922324753852365","status":"open"}
2025-11-17 10:33:38 | OK | click_id_db=127849 | click_id_token=1012922651758564879 | {"payout":"0.1900269","racker_click_id":"1012922651758564879","status":"open"}
2025-11-17 10:33:38 | OK | click_id_db=137458 | click_id_token=1013083220365029387 | {"payout":"0.4262769","racker_click_id":"1013083220365029387","status":"open"}
2025-11-17 10:33:38 | OK | click_id_db=126017 | click_id_token=1012918893049819195 | {"payout":"0.0256788","racker_click_id":"1012918893049819195","status":"open"}
2025-11-17 10:33:38 | OK | click_id_db=146718 | click_id_token=1013170476098528623 | {"payout":"0.7138852","racker_click_id":"1013170476098528623","status":"open"}
2025-11-17 10:33:38 | OK | click_id_db=143479 | click_id_token=1013145599304017065 | {"payout":"0.1181243","racker_click_id":"1013145599304017065","status":"open"}
2025-11-17 10:33:38 | OK | click_id_db=126953 | click_id_token=1012920826993058665 | {"payout":"0.3338314","racker_click_id":"1012920826993058665","status":"open"}
2025-11-17 10:33:38 | OK | click_id_db=152846 | click_id_token=1013213539088995051 | {"payout":"1.0425814","racker_click_id":"1013213539088995051","status":"open"}
2025-11-17 10:33:38 | OK | click_id_db=127148 | click_id_token=1012921201200473509 | {"payout":"0.3800538","racker_click_id":"1012921201200473509","status":"open"}
2025-11-17 10:33:38 | OK | click_id_db=144549 | click_id_token=1013155452688806583 | {"payout":"0.2824724","racker_click_id":"1013155452688806583","status":"open"}
